site,date,bb.sp,plant.sp,visits
wmb2,2011-06-11,mont,Lotus corniculatus,0
wmb2,2011-06-11,mont,Lysimachia nemorum,0
wmb2,2011-06-11,mont,Plantago lanceolata,0
wmb2,2011-06-11,mont,Plantago media,0
wmb2,2011-06-11,mont,Ranunculus acris,0
wmb2,2011-06-11,mont,Ranunculus nemorosus,0
wmb2,2011-06-11,mont,Ranunculus repens,0
wmb2,2011-06-11,mont,Rhinanthus minor,0
wmb2,2011-06-11,mont,Silene dioica,0
wmb2,2011-06-11,mont,Veronica chamaedrys,2
wmb2,2011-06-11,pasc,Chaerophyllum hirsutum,0
wmb2,2011-06-11,pasc,Lotus corniculatus,2
wmb2,2011-06-11,pasc,Lysimachia nemorum,0
wmb2,2011-06-11,pasc,Plantago lanceolata,0
wmb2,2011-06-11,pasc,Plantago media,0
wmb2,2011-06-11,pasc,Ranunculus acris,0
wmb2,2011-06-11,pasc,Ranunculus nemorosus,0
wmb2,2011-06-11,pasc,Ranunculus repens,0
wmb2,2011-06-11,pasc,Rhinanthus minor,0
wmb2,2011-06-11,pasc,Silene dioica,0
wmb2,2011-06-11,pasc,Veronica chamaedrys,0
wmb2,2011-06-11,prat,Chaerophyllum hirsutum,1
wmb2,2011-06-11,prat,Lotus corniculatus,0
wmb2,2011-06-11,prat,Lysimachia nemorum,0
wmb2,2011-06-11,prat,Plantago lanceolata,1
wmb2,2011-06-11,prat,Plantago media,0
wmb2,2011-06-11,prat,Ranunculus acris,0
wmb2,2011-06-11,prat,Ranunculus nemorosus,0
wmb2,2011-06-11,prat,Ranunculus repens,0
wmb2,2011-06-11,prat,Rhinanthus minor,1
wmb2,2011-06-11,prat,Silene dioica,0
wmb2,2011-06-11,prat,Veronica chamaedrys,0
wmb2,2011-06-11,soro,Chaerophyllum hirsutum,0
wmb2,2011-06-11,soro,Lotus corniculatus,0
wmb2,2011-06-11,soro,Lysimachia nemorum,0
wmb2,2011-06-11,soro,Plantago lanceolata,0
wmb2,2011-06-11,soro,Plantago media,0
wmb2,2011-06-11,soro,Ranunculus acris,0
wmb2,2011-06-11,soro,Ranunculus nemorosus,0
wmb2,2011-06-11,soro,Ranunculus repens,0
wmb2,2011-06-11,soro,Rhinanthus minor,0
wmb2,2011-06-11,soro,Silene dioica,0
wmb2,2011-06-11,soro,Veronica chamaedrys,1
wmb2,2011-06-11,telu,Chaerophyllum hirsutum,14
wmb2,2011-06-11,telu,Lotus corniculatus,0
wmb2,2011-06-11,telu,Lysimachia nemorum,5
wmb2,2011-06-11,telu,Plantago lanceolata,3
wmb2,2011-06-11,telu,Plantago media,1
wmb2,2011-06-11,telu,Ranunculus acris,17
wmb2,2011-06-11,telu,Ranunculus nemorosus,3
wmb2,2011-06-11,telu,Ranunculus repens,26
wmb2,2011-06-11,telu,Rhinanthus minor,3
wmb2,2011-06-11,telu,Silene dioica,0
wmb2,2011-06-11,telu,Veronica chamaedrys,2
wmb2,2011-06-11,wurf,Chaerophyllum hirsutum,0
wmb2,2011-06-11,wurf,Lotus corniculatus,4
wmb2,2011-06-11,wurf,Lysimachia nemorum,0
wmb2,2011-06-11,wurf,Plantago lanceolata,0
wmb2,2011-06-11,wurf,Plantago media,0
wmb2,2011-06-11,wurf,Ranunculus acris,0
wmb2,2011-06-11,wurf,Ranunculus nemorosus,0
wmb2,2011-06-11,wurf,Ranunculus repens,0
wmb2,2011-06-11,wurf,Rhinanthus minor,2
wmb2,2011-06-11,wurf,Silene dioica,0
wmb2,2011-06-11,wurf,Veronica chamaedrys,0
wmb2,2011-06-27,hort,Anthyllis vulneraria,0
wmb2,2011-06-27,hort,Dactylorhiza maculata,0
wmb2,2011-06-27,hort,Lotus corniculatus,0
wmb2,2011-06-27,hort,Phyteuma spicatum,0
wmb2,2011-06-27,hort,Plantago lanceolata,0
wmb2,2011-06-27,hort,Potentilla erecta,0
wmb2,2011-06-27,hort,Prunella vulgaris,1
wmb2,2011-06-27,hort,Ranunculus acris,0
wmb2,2011-06-27,hort,Ranunculus nemorosus,0
wmb2,2011-06-27,hort,Rhinanthus minor,0
wmb2,2011-06-27,hort,Trifolium pratense,0
wmb2,2011-06-27,hort,Trifolium repens,0
wmb2,2011-06-27,hort,Veronica officinalis,0
wmb2,2011-06-27,pasc,Anthyllis vulneraria,1
wmb2,2011-06-27,pasc,Dactylorhiza maculata,0
wmb2,2011-06-27,pasc,Lotus corniculatus,2
wmb2,2011-06-27,pasc,Phyteuma spicatum,0
wmb2,2011-06-27,pasc,Plantago lanceolata,0
wmb2,2011-06-27,pasc,Potentilla erecta,0
wmb2,2011-06-27,pasc,Prunella vulgaris,3
wmb2,2011-06-27,pasc,Ranunculus acris,0
wmb2,2011-06-27,pasc,Ranunculus nemorosus,0
wmb2,2011-06-27,pasc,Rhinanthus minor,0
wmb2,2011-06-27,pasc,Trifolium pratense,6
wmb2,2011-06-27,pasc,Trifolium repens,2
wmb2,2011-06-27,pasc,Veronica officinalis,1
wmb2,2011-06-27,prat,Anthyllis vulneraria,0
wmb2,2011-06-27,prat,Dactylorhiza maculata,1
wmb2,2011-06-27,prat,Lotus corniculatus,0
wmb2,2011-06-27,prat,Phyteuma spicatum,0
wmb2,2011-06-27,prat,Plantago lanceolata,0
wmb2,2011-06-27,prat,Potentilla erecta,0
wmb2,2011-06-27,prat,Prunella vulgaris,0
wmb2,2011-06-27,prat,Ranunculus acris,0
wmb2,2011-06-27,prat,Ranunculus nemorosus,0
wmb2,2011-06-27,prat,Rhinanthus minor,0
wmb2,2011-06-27,prat,Trifolium pratense,0
wmb2,2011-06-27,prat,Trifolium repens,1
wmb2,2011-06-27,prat,Veronica officinalis,0
wmb2,2011-06-27,telu,Anthyllis vulneraria,0
wmb2,2011-06-27,telu,Dactylorhiza maculata,0
wmb2,2011-06-27,telu,Lotus corniculatus,4
wmb2,2011-06-27,telu,Phyteuma spicatum,0
wmb2,2011-06-27,telu,Plantago lanceolata,6
wmb2,2011-06-27,telu,Potentilla erecta,2
wmb2,2011-06-27,telu,Prunella vulgaris,0
wmb2,2011-06-27,telu,Ranunculus acris,2
wmb2,2011-06-27,telu,Ranunculus nemorosus,1
wmb2,2011-06-27,telu,Rhinanthus minor,8
wmb2,2011-06-27,telu,Trifolium pratense,2
wmb2,2011-06-27,telu,Trifolium repens,0
wmb2,2011-06-27,telu,Veronica officinalis,0
wmb2,2011-06-27,wurf,Anthyllis vulneraria,1
wmb2,2011-06-27,wurf,Dactylorhiza maculata,0
wmb2,2011-06-27,wurf,Lotus corniculatus,10
wmb2,2011-06-27,wurf,Phyteuma spicatum,1
wmb2,2011-06-27,wurf,Plantago lanceolata,1
wmb2,2011-06-27,wurf,Potentilla erecta,0
wmb2,2011-06-27,wurf,Prunella vulgaris,0
wmb2,2011-06-27,wurf,Ranunculus acris,0
wmb2,2011-06-27,wurf,Ranunculus nemorosus,0
wmb2,2011-06-27,wurf,Rhinanthus minor,5
wmb2,2011-06-27,wurf,Trifolium pratense,0
wmb2,2011-06-27,wurf,Trifolium repens,0
wmb2,2011-06-27,wurf,Veronica officinalis,0
wmb2,2011-07-07,hort,Anthyllis vulneraria,1
wmb2,2011-07-07,hort,Lotus corniculatus,0
wmb2,2011-07-07,hort,Prunella vulgaris,0
wmb2,2011-07-07,hort,Rhinanthus glacialis,0
wmb2,2011-07-07,hort,Thymus pulegioides,0
wmb2,2011-07-07,hort,Trifolium pratense,2
wmb2,2011-07-07,lapi,Anthyllis vulneraria,0
wmb2,2011-07-07,lapi,Lotus corniculatus,3
wmb2,2011-07-07,lapi,Prunella vulgaris,0
wmb2,2011-07-07,lapi,Rhinanthus glacialis,0
wmb2,2011-07-07,lapi,Thymus pulegioides,0
wmb2,2011-07-07,lapi,Trifolium pratense,0
wmb2,2011-07-07,pasc,Anthyllis vulneraria,1
wmb2,2011-07-07,pasc,Lotus corniculatus,0
wmb2,2011-07-07,pasc,Prunella vulgaris,2
wmb2,2011-07-07,pasc,Rhinanthus glacialis,1
wmb2,2011-07-07,pasc,Thymus pulegioides,0
wmb2,2011-07-07,pasc,Trifolium pratense,18
wmb2,2011-07-07,prat,Anthyllis vulneraria,0
wmb2,2011-07-07,prat,Lotus corniculatus,0
wmb2,2011-07-07,prat,Prunella vulgaris,3
wmb2,2011-07-07,prat,Rhinanthus glacialis,0
wmb2,2011-07-07,prat,Thymus pulegioides,0
wmb2,2011-07-07,prat,Trifolium pratense,0
wmb2,2011-07-07,soro,Anthyllis vulneraria,0
wmb2,2011-07-07,soro,Lotus corniculatus,1
wmb2,2011-07-07,soro,Prunella vulgaris,2
wmb2,2011-07-07,soro,Rhinanthus glacialis,0
wmb2,2011-07-07,soro,Thymus pulegioides,0
wmb2,2011-07-07,soro,Trifolium pratense,0
wmb2,2011-07-07,telu,Anthyllis vulneraria,0
wmb2,2011-07-07,telu,Lotus corniculatus,1
wmb2,2011-07-07,telu,Prunella vulgaris,0
wmb2,2011-07-07,telu,Rhinanthus glacialis,0
wmb2,2011-07-07,telu,Thymus pulegioides,1
wmb2,2011-07-07,telu,Trifolium pratense,0
wmb2,2011-07-07,wurf,Anthyllis vulneraria,9
wmb2,2011-07-07,wurf,Lotus corniculatus,5
wmb2,2011-07-07,wurf,Prunella vulgaris,7
wmb2,2011-07-07,wurf,Rhinanthus glacialis,5
wmb2,2011-07-07,wurf,Thymus pulegioides,0
wmb2,2011-07-07,wurf,Trifolium pratense,0
wmb2,2011-07-17,hort,Anthyllis vulneraria,0
wmb2,2011-07-17,hort,Hypericum maculatum,0
wmb2,2011-07-17,hort,Prunella vulgaris,0
wmb2,2011-07-17,hort,Rhinanthus glacialis,0
wmb2,2011-07-17,hort,Thymus pulegioides,0
wmb2,2011-07-17,hort,Trifolium pratense,1
wmb2,2011-07-17,hort,Trifolium repens,0
wmb2,2011-07-17,hypn,Anthyllis vulneraria,0
wmb2,2011-07-17,hypn,Hypericum maculatum,0
wmb2,2011-07-17,hypn,Prunella vulgaris,1
wmb2,2011-07-17,hypn,Rhinanthus glacialis,0
wmb2,2011-07-17,hypn,Thymus pulegioides,0
wmb2,2011-07-17,hypn,Trifolium pratense,0
wmb2,2011-07-17,hypn,Trifolium repens,0
wmb2,2011-07-17,lapi,Anthyllis vulneraria,0
wmb2,2011-07-17,lapi,Hypericum maculatum,0
wmb2,2011-07-17,lapi,Prunella vulgaris,0
wmb2,2011-07-17,lapi,Rhinanthus glacialis,0
wmb2,2011-07-17,lapi,Thymus pulegioides,0
wmb2,2011-07-17,lapi,Trifolium pratense,0
wmb2,2011-07-17,lapi,Trifolium repens,1
wmb2,2011-07-17,mont,Anthyllis vulneraria,0
wmb2,2011-07-17,mont,Hypericum maculatum,0
wmb2,2011-07-17,mont,Prunella vulgaris,0
wmb2,2011-07-17,mont,Rhinanthus glacialis,1
wmb2,2011-07-17,mont,Thymus pulegioides,0
wmb2,2011-07-17,mont,Trifolium pratense,0
wmb2,2011-07-17,mont,Trifolium repens,0
wmb2,2011-07-17,pasc,Anthyllis vulneraria,0
wmb2,2011-07-17,pasc,Hypericum maculatum,0
wmb2,2011-07-17,pasc,Prunella vulgaris,6
wmb2,2011-07-17,pasc,Rhinanthus glacialis,0
wmb2,2011-07-17,pasc,Thymus pulegioides,0
wmb2,2011-07-17,pasc,Trifolium pratense,10
wmb2,2011-07-17,pasc,Trifolium repens,0
wmb2,2011-07-17,prat,Anthyllis vulneraria,0
wmb2,2011-07-17,prat,Hypericum maculatum,0
wmb2,2011-07-17,prat,Prunella vulgaris,11
wmb2,2011-07-17,prat,Rhinanthus glacialis,0
wmb2,2011-07-17,prat,Thymus pulegioides,0
wmb2,2011-07-17,prat,Trifolium pratense,0
wmb2,2011-07-17,prat,Trifolium repens,0
wmb2,2011-07-17,soro,Anthyllis vulneraria,0
wmb2,2011-07-17,soro,Hypericum maculatum,0
wmb2,2011-07-17,soro,Prunella vulgaris,6
wmb2,2011-07-17,soro,Rhinanthus glacialis,0
wmb2,2011-07-17,soro,Thymus pulegioides,1
wmb2,2011-07-17,soro,Trifolium pratense,0
wmb2,2011-07-17,soro,Trifolium repens,0
wmb2,2011-07-17,telu,Anthyllis vulneraria,0
wmb2,2011-07-17,telu,Hypericum maculatum,0
wmb2,2011-07-17,telu,Prunella vulgaris,1
wmb2,2011-07-17,telu,Rhinanthus glacialis,1
wmb2,2011-07-17,telu,Thymus pulegioides,2
wmb2,2011-07-17,telu,Trifolium pratense,0
wmb2,2011-07-17,telu,Trifolium repens,1
wmb2,2011-07-17,wurf,Anthyllis vulneraria,1
wmb2,2011-07-17,wurf,Hypericum maculatum,1
wmb2,2011-07-17,wurf,Prunella vulgaris,4
wmb2,2011-07-17,wurf,Rhinanthus glacialis,5
wmb2,2011-07-17,wurf,Thymus pulegioides,0
wmb2,2011-07-17,wurf,Trifolium pratense,0
wmb2,2011-07-17,wurf,Trifolium repens,0
wmb2,2011-07-30,pasc,Campanula scheuchzeri,0
wmb2,2011-07-30,pasc,Origanum vulgare,1
wmb2,2011-07-30,pasc,Prunella vulgaris,1
wmb2,2011-07-30,pasc,Rhinanthus glacialis,1
wmb2,2011-07-30,pasc,Rhinanthus glacialis,1
wmb2,2011-07-30,pasc,Thymus pulegioides,1
wmb2,2011-07-30,pasc,Trifolium pratense,6
wmb2,2011-07-30,pasc,Trifolium pratense,2
wmb2,2011-07-30,pasc,Trifolium repens,1
wmb2,2011-07-30,soro,Campanula scheuchzeri,1
wmb2,2011-07-30,soro,Origanum vulgare,0
wmb2,2011-07-30,soro,Prunella vulgaris,0
wmb2,2011-07-30,soro,Rhinanthus glacialis,1
wmb2,2011-07-30,soro,Thymus pulegioides,0
wmb2,2011-07-30,soro,Trifolium pratense,0
wmb2,2011-07-30,soro,Trifolium repens,0
wmb2,2011-07-30,telu,Campanula scheuchzeri,0
wmb2,2011-07-30,telu,Origanum vulgare,2
wmb2,2011-07-30,telu,Prunella vulgaris,0
wmb2,2011-07-30,telu,Rhinanthus glacialis,0
wmb2,2011-07-30,telu,Thymus pulegioides,0
wmb2,2011-07-30,telu,Trifolium pratense,0
wmb2,2011-07-30,telu,Trifolium repens,0
wmb2,2011-07-30,wurf,Campanula scheuchzeri,0
wmb2,2011-07-30,wurf,Origanum vulgare,0
wmb2,2011-07-30,wurf,Prunella vulgaris,1
wmb2,2011-07-30,wurf,Rhinanthus glacialis,3
wmb2,2011-07-30,wurf,Rhinanthus glacialis,4
wmb2,2011-07-30,wurf,Thymus pulegioides,0
wmb2,2011-07-30,wurf,Trifolium pratense,0
wmb2,2011-07-30,wurf,Trifolium repens,0
wmb2,2011-08-11,gers,Carduus defloratus,0
wmb2,2011-08-11,gers,Centaurea jacea,0
wmb2,2011-08-11,gers,Clinopodium vulgare,0
wmb2,2011-08-11,gers,Galeopsis tetrahit,0
wmb2,2011-08-11,gers,Gentiana asclepiadea,1
wmb2,2011-08-11,gers,Origanum vulgare,0
wmb2,2011-08-11,gers,Prunella vulgaris,0
wmb2,2011-08-11,gers,Rhinanthus glacialis,0
wmb2,2011-08-11,gers,Salvia glutinosa,0
wmb2,2011-08-11,gers,Trifolium pratense,0
wmb2,2011-08-11,pasc,Carduus defloratus,1
wmb2,2011-08-11,pasc,Centaurea jacea,3
wmb2,2011-08-11,pasc,Clinopodium vulgare,4
wmb2,2011-08-11,pasc,Galeopsis tetrahit,1
wmb2,2011-08-11,pasc,Gentiana asclepiadea,1
wmb2,2011-08-11,pasc,Origanum vulgare,1
wmb2,2011-08-11,pasc,Prunella vulgaris,1
wmb2,2011-08-11,pasc,Rhinanthus glacialis,16
wmb2,2011-08-11,pasc,Salvia glutinosa,0
wmb2,2011-08-11,pasc,Trifolium pratense,6
wmb2,2011-08-11,soro,Carduus defloratus,0
wmb2,2011-08-11,soro,Centaurea jacea,3
wmb2,2011-08-11,soro,Clinopodium vulgare,0
wmb2,2011-08-11,soro,Galeopsis tetrahit,0
wmb2,2011-08-11,soro,Gentiana asclepiadea,0
wmb2,2011-08-11,soro,Origanum vulgare,0
wmb2,2011-08-11,soro,Prunella vulgaris,0
wmb2,2011-08-11,soro,Rhinanthus glacialis,0
wmb2,2011-08-11,soro,Salvia glutinosa,0
wmb2,2011-08-11,soro,Trifolium pratense,0
wmb2,2011-08-11,telu,Carduus defloratus,0
wmb2,2011-08-11,telu,Centaurea jacea,0
wmb2,2011-08-11,telu,Clinopodium vulgare,0
wmb2,2011-08-11,telu,Galeopsis tetrahit,0
wmb2,2011-08-11,telu,Gentiana asclepiadea,0
wmb2,2011-08-11,telu,Origanum vulgare,0
wmb2,2011-08-11,telu,Prunella vulgaris,0
wmb2,2011-08-11,telu,Rhinanthus glacialis,1
wmb2,2011-08-11,telu,Salvia glutinosa,0
wmb2,2011-08-11,telu,Trifolium pratense,0
wmb2,2011-08-11,wurf,Carduus defloratus,0
wmb2,2011-08-11,wurf,Centaurea jacea,0
wmb2,2011-08-11,wurf,Clinopodium vulgare,0
wmb2,2011-08-11,wurf,Galeopsis tetrahit,0
wmb2,2011-08-11,wurf,Gentiana asclepiadea,0
wmb2,2011-08-11,wurf,Origanum vulgare,0
wmb2,2011-08-11,wurf,Prunella vulgaris,0
wmb2,2011-08-11,wurf,Rhinanthus glacialis,14
wmb2,2011-08-11,wurf,Salvia glutinosa,1
wmb2,2011-08-11,wurf,Trifolium pratense,0
wmb2,2011-08-20,hort,Galeopsis tetrahit,0
wmb2,2011-08-20,hort,Gentiana asclepiadea,0
wmb2,2011-08-20,hort,Lotus corniculatus,0
wmb2,2011-08-20,hort,Rhinanthus glacialis,2
wmb2,2011-08-20,hort,Trifolium pratense,0
wmb2,2011-08-20,pasc,Galeopsis tetrahit,1
wmb2,2011-08-20,pasc,Gentiana asclepiadea,1
wmb2,2011-08-20,pasc,Lotus corniculatus,1
wmb2,2011-08-20,pasc,Rhinanthus glacialis,15
wmb2,2011-08-20,pasc,Trifolium pratense,2
wmb2,2011-08-20,telu,Galeopsis tetrahit,0
wmb2,2011-08-20,telu,Gentiana asclepiadea,0
wmb2,2011-08-20,telu,Lotus corniculatus,0
wmb2,2011-08-20,telu,Rhinanthus glacialis,1
wmb2,2011-08-20,telu,Trifolium pratense,0
wmb2,2011-08-20,wurf,Galeopsis tetrahit,0
wmb2,2011-08-20,wurf,Gentiana asclepiadea,0
wmb2,2011-08-20,wurf,Lotus corniculatus,0
wmb2,2011-08-20,wurf,Rhinanthus glacialis,13
wmb2,2011-08-20,wurf,Trifolium pratense,0
wmb2,2012-05-04,pasc,Petasites albus,0
wmb2,2012-05-04,pasc,Primula elatior,1
wmb2,2012-05-04,pasc,Soldanella alpina,0
wmb2,2012-05-04,soro,Petasites albus,1
wmb2,2012-05-04,soro,Primula elatior,0
wmb2,2012-05-04,soro,Soldanella alpina,0
wmb2,2012-05-04,telu,Petasites albus,1
wmb2,2012-05-04,telu,Primula elatior,0
wmb2,2012-05-04,telu,Soldanella alpina,0
wmb2,2012-05-04,wurf,Petasites albus,0
wmb2,2012-05-04,wurf,Primula elatior,0
wmb2,2012-05-04,wurf,Soldanella alpina,3
wmb2,2012-05-07,jone,Anemone nemorosa,0
wmb2,2012-05-07,jone,Cardamine enneaphyllos,0
wmb2,2012-05-07,jone,Soldanella alpina,1
wmb2,2012-05-07,prat,Anemone nemorosa,0
wmb2,2012-05-07,prat,Cardamine enneaphyllos,2
wmb2,2012-05-07,prat,Soldanella alpina,0
wmb2,2012-05-07,psit,Anemone nemorosa,1
wmb2,2012-05-07,psit,Cardamine enneaphyllos,0
wmb2,2012-05-07,psit,Soldanella alpina,1
wmb2,2012-05-07,soro,Anemone nemorosa,0
wmb2,2012-05-07,soro,Cardamine enneaphyllos,0
wmb2,2012-05-07,soro,Soldanella alpina,1
wmb2,2012-05-07,telu,Anemone nemorosa,0
wmb2,2012-05-07,telu,Cardamine enneaphyllos,0
wmb2,2012-05-07,telu,Soldanella alpina,1
wmb2,2012-05-07,wurf,Anemone nemorosa,0
wmb2,2012-05-07,wurf,Cardamine enneaphyllos,0
wmb2,2012-05-07,wurf,Soldanella alpina,2
wmb2,2012-05-07,wurf,Soldanella alpina,1
wmb2,2012-05-10,pasc,Cardamine enneaphyllos,3
wmb2,2012-05-10,pasc,Soldanella alpina,2
wmb2,2012-05-10,prat,Cardamine enneaphyllos,1
wmb2,2012-05-10,prat,Soldanella alpina,1
wmb2,2012-05-10,psit,Cardamine enneaphyllos,2
wmb2,2012-05-10,psit,Soldanella alpina,0
wmb2,2012-05-10,soro,Cardamine enneaphyllos,0
wmb2,2012-05-10,soro,Soldanella alpina,1
wmb2,2012-05-10,telu,Cardamine enneaphyllos,0
wmb2,2012-05-10,telu,Soldanella alpina,2
wmb2,2012-05-10,wurf,Cardamine enneaphyllos,0
wmb2,2012-05-10,wurf,Soldanella alpina,1
wmb2,2012-05-13,pasc,Cardamine enneaphyllos,3
wmb2,2012-05-13,pasc,Soldanella alpina,0
wmb2,2012-05-13,prat,Cardamine enneaphyllos,1
wmb2,2012-05-13,prat,Soldanella alpina,2
wmb2,2012-05-13,telu,Cardamine enneaphyllos,0
wmb2,2012-05-13,telu,Soldanella alpina,1
wmb2,2012-05-13,wurf,Cardamine enneaphyllos,0
wmb2,2012-05-13,wurf,Soldanella alpina,1
wmb2,2012-05-17,prat,Vaccinium myrtillus,1
wmb2,2012-05-21,pasc,Viola reichenbachiana,1
wmb2,2012-05-23,pasc,Cardamine enneaphyllos,2
wmb2,2012-05-27,psit,Polygala amara,1
wmb2,2012-06-01,pasc,Ajuga reptans,4
wmb2,2012-06-01,prat,Ajuga reptans,1
wmb2,2012-06-05,pasc,Ajuga reptans,1
wmb2,2012-06-05,pasc,Polygala amara,1
wmb2,2012-06-05,pasc,Polygala chamaebuxus,0
wmb2,2012-06-05,pasc,Silene dioica,0
wmb2,2012-06-05,pasc,Vicia sepium,0
wmb2,2012-06-05,psit,Ajuga reptans,1
wmb2,2012-06-05,psit,Polygala amara,0
wmb2,2012-06-05,psit,Polygala chamaebuxus,1
wmb2,2012-06-05,psit,Silene dioica,1
wmb2,2012-06-05,psit,Vicia sepium,0
wmb2,2012-06-05,soro,Ajuga reptans,0
wmb2,2012-06-05,soro,Polygala amara,0
wmb2,2012-06-05,soro,Polygala chamaebuxus,0
wmb2,2012-06-05,soro,Silene dioica,0
wmb2,2012-06-05,soro,Vicia sepium,1
wmb2,2012-06-05,wurf,Ajuga reptans,1
wmb2,2012-06-05,wurf,Polygala amara,0
wmb2,2012-06-05,wurf,Polygala chamaebuxus,0
wmb2,2012-06-05,wurf,Silene dioica,0
wmb2,2012-06-05,wurf,Vicia sepium,0
wmb2,2012-06-08,pasc,Ajuga reptans,8
wmb2,2012-06-08,pasc,Silene dioica,0
wmb2,2012-06-08,pasc,Taraxacum officinale,0
wmb2,2012-06-08,psit,Ajuga reptans,1
wmb2,2012-06-08,psit,Silene dioica,1
wmb2,2012-06-08,psit,Taraxacum officinale,2
wmb2,2012-06-08,telu,Ajuga reptans,0
wmb2,2012-06-08,telu,Silene dioica,1
wmb2,2012-06-08,telu,Taraxacum officinale,2
wmb2,2012-06-08,wurf,Ajuga reptans,1
wmb2,2012-06-08,wurf,Silene dioica,0
wmb2,2012-06-08,wurf,Taraxacum officinale,0
wmb2,2012-06-19,pasc,Ajuga reptans,1
wmb2,2012-06-19,pasc,Aposeris foetida,0
wmb2,2012-06-19,prat,Ajuga reptans,7
wmb2,2012-06-19,prat,Aposeris foetida,0
wmb2,2012-06-19,psit,Ajuga reptans,0
wmb2,2012-06-19,psit,Aposeris foetida,1
wmb2,2012-06-19,soro,Ajuga reptans,1
wmb2,2012-06-19,soro,Aposeris foetida,0
wmb2,2012-06-19,telu,Ajuga reptans,2
wmb2,2012-06-19,telu,Aposeris foetida,0
wmb2,2012-06-22,wurf,Anthyllis vulneraria,1
wmb2,2012-06-25,pasc,Ajuga reptans,1
wmb2,2012-06-25,pasc,Anthyllis vulneraria,0
wmb2,2012-06-25,pasc,Trifolium pratense,0
wmb2,2012-06-25,telu,Ajuga reptans,0
wmb2,2012-06-25,telu,Anthyllis vulneraria,0
wmb2,2012-06-25,telu,Trifolium pratense,1
wmb2,2012-06-25,wurf,Ajuga reptans,0
wmb2,2012-06-25,wurf,Anthyllis vulneraria,4
wmb2,2012-06-25,wurf,Trifolium pratense,0
wmb2,2012-06-28,hort,Ajuga reptans,1
wmb2,2012-06-28,hort,Anthyllis vulneraria,0
wmb2,2012-06-28,hort,Phyteuma spicatum,0
wmb2,2012-06-28,hort,Rhinanthus glacialis,0
wmb2,2012-06-28,hort,Trifolium pratense,1
wmb2,2012-06-28,pasc,Ajuga reptans,1
wmb2,2012-06-28,pasc,Anthyllis vulneraria,0
wmb2,2012-06-28,pasc,Phyteuma spicatum,0
wmb2,2012-06-28,pasc,Rhinanthus glacialis,1
wmb2,2012-06-28,pasc,Trifolium pratense,0
wmb2,2012-06-28,prat,Ajuga reptans,1
wmb2,2012-06-28,prat,Anthyllis vulneraria,0
wmb2,2012-06-28,prat,Phyteuma spicatum,1
wmb2,2012-06-28,prat,Rhinanthus glacialis,0
wmb2,2012-06-28,prat,Trifolium pratense,0
wmb2,2012-06-28,wurf,Ajuga reptans,0
wmb2,2012-06-28,wurf,Anthyllis vulneraria,3
wmb2,2012-06-28,wurf,Phyteuma spicatum,0
wmb2,2012-06-28,wurf,Rhinanthus glacialis,0
wmb2,2012-06-28,wurf,Trifolium pratense,0
wmb2,2012-07-10,hort,Anthyllis vulneraria,1
wmb2,2012-07-10,hort,Lotus corniculatus,0
wmb2,2012-07-10,hort,Prunella vulgaris,1
wmb2,2012-07-10,hort,Rhinanthus glacialis,3
wmb2,2012-07-10,hort,Salvia verticillata,0
wmb2,2012-07-10,hort,Trifolium pratense,0
wmb2,2012-07-10,lapi,Anthyllis vulneraria,0
wmb2,2012-07-10,lapi,Lotus corniculatus,1
wmb2,2012-07-10,lapi,Prunella vulgaris,0
wmb2,2012-07-10,lapi,Rhinanthus glacialis,0
wmb2,2012-07-10,lapi,Salvia verticillata,0
wmb2,2012-07-10,lapi,Trifolium pratense,0
wmb2,2012-07-10,pasc,Anthyllis vulneraria,1
wmb2,2012-07-10,pasc,Lotus corniculatus,0
wmb2,2012-07-10,pasc,Prunella vulgaris,1
wmb2,2012-07-10,pasc,Rhinanthus glacialis,0
wmb2,2012-07-10,pasc,Salvia verticillata,1
wmb2,2012-07-10,pasc,Trifolium pratense,3
wmb2,2012-07-10,telu,Anthyllis vulneraria,0
wmb2,2012-07-10,telu,Lotus corniculatus,0
wmb2,2012-07-10,telu,Prunella vulgaris,0
wmb2,2012-07-10,telu,Rhinanthus glacialis,0
wmb2,2012-07-10,telu,Salvia verticillata,0
wmb2,2012-07-10,telu,Trifolium pratense,2
wmb2,2012-07-10,wurf,Anthyllis vulneraria,0
wmb2,2012-07-10,wurf,Lotus corniculatus,1
wmb2,2012-07-10,wurf,Prunella vulgaris,0
wmb2,2012-07-10,wurf,Rhinanthus glacialis,0
wmb2,2012-07-10,wurf,Salvia verticillata,0
wmb2,2012-07-10,wurf,Trifolium pratense,1
wmb2,2012-07-18,hort,Prunella vulgaris,2
wmb2,2012-07-18,hort,Rhinanthus glacialis,2
wmb2,2012-07-18,pasc,Prunella vulgaris,5
wmb2,2012-07-18,pasc,Rhinanthus glacialis,0
wmb2,2012-07-18,prat,Prunella vulgaris,2
wmb2,2012-07-18,prat,Rhinanthus glacialis,0
wmb2,2012-07-18,soro,Prunella vulgaris,0
wmb2,2012-07-18,soro,Rhinanthus glacialis,1
wmb2,2012-07-18,telu,Prunella vulgaris,1
wmb2,2012-07-18,telu,Rhinanthus glacialis,0
wmb2,2012-07-18,wurf,Prunella vulgaris,0
wmb2,2012-07-18,wurf,Rhinanthus glacialis,1
