site,date,bb.sp,plant.sp,visits
h2,2010-06-18,wurf,Carduus defloratus,3
h2,2010-06-18,wurf,Rhinanthus alectorolophus,7
h2,2010-06-18,wurf,Rhinanthus minor,1
h2,2010-06-18,wurf,Trifolium pratense,1
h2,2010-07-11,soro,Anthyllis vulneraria,0
h2,2010-07-11,soro,Carduus defloratus,1
h2,2010-07-11,telu,Anthyllis vulneraria,1
h2,2010-07-11,telu,Carduus defloratus,0
h2,2010-07-16,hort,Anthyllis vulneraria,0
h2,2010-07-16,hort,Lotus corniculatus,0
h2,2010-07-16,hort,Rhinanthus glacialis,5
h2,2010-07-16,pasc,Anthyllis vulneraria,3
h2,2010-07-16,pasc,Lotus corniculatus,1
h2,2010-07-16,pasc,Rhinanthus glacialis,3
h2,2010-07-16,prat,Anthyllis vulneraria,0
h2,2010-07-16,prat,Lotus corniculatus,0
h2,2010-07-16,prat,Rhinanthus glacialis,4
h2,2010-07-16,telu,Anthyllis vulneraria,7
h2,2010-07-16,telu,Lotus corniculatus,0
h2,2010-07-16,telu,Rhinanthus glacialis,6
h2,2010-07-16,wurf,Anthyllis vulneraria,1
h2,2010-07-16,wurf,Lotus corniculatus,0
h2,2010-07-16,wurf,Rhinanthus glacialis,2
h2,2010-08-01,hort,Achillea atrata,0
h2,2010-08-01,hort,Carduus defloratus,0
h2,2010-08-01,hort,Centaurea jacea,0
h2,2010-08-01,hort,Rhinanthus glacialis,4
h2,2010-08-01,hort,Teucrium chamaedrys,1
h2,2010-08-01,pasc,Achillea atrata,0
h2,2010-08-01,pasc,Carduus defloratus,1
h2,2010-08-01,pasc,Centaurea jacea,1
h2,2010-08-01,pasc,Rhinanthus glacialis,23
h2,2010-08-01,pasc,Teucrium chamaedrys,6
h2,2010-08-01,prat,Achillea atrata,1
h2,2010-08-01,prat,Carduus defloratus,1
h2,2010-08-01,prat,Centaurea jacea,1
h2,2010-08-01,prat,Rhinanthus glacialis,19
h2,2010-08-01,prat,Teucrium chamaedrys,3
h2,2010-08-01,soro,Achillea atrata,0
h2,2010-08-01,soro,Carduus defloratus,1
h2,2010-08-01,soro,Centaurea jacea,7
h2,2010-08-01,soro,Rhinanthus glacialis,3
h2,2010-08-01,soro,Teucrium chamaedrys,0
h2,2010-08-01,telu,Achillea atrata,0
h2,2010-08-01,telu,Carduus defloratus,0
h2,2010-08-01,telu,Centaurea jacea,1
h2,2010-08-01,telu,Rhinanthus glacialis,7
h2,2010-08-01,telu,Teucrium chamaedrys,2
h2,2010-08-01,wurf,Achillea atrata,0
h2,2010-08-01,wurf,Carduus defloratus,0
h2,2010-08-01,wurf,Centaurea jacea,0
h2,2010-08-01,wurf,Rhinanthus glacialis,3
h2,2010-08-01,wurf,Teucrium chamaedrys,0
h2,2010-08-23,hort,Acinos alpinus,0
h2,2010-08-23,hort,Carduus defloratus,0
h2,2010-08-23,hort,Centaurea jacea,0
h2,2010-08-23,hort,Rhinanthus glacialis,3
h2,2010-08-23,hort,Salvia glutinosa,1
h2,2010-08-23,hort,Salvia verticillata,0
h2,2010-08-23,hort,Teucrium chamaedrys,0
h2,2010-08-23,hort,Thymus pulegioides,0
h2,2010-08-23,pasc,Acinos alpinus,1
h2,2010-08-23,pasc,Carduus defloratus,1
h2,2010-08-23,pasc,Centaurea jacea,4
h2,2010-08-23,pasc,Rhinanthus glacialis,2
h2,2010-08-23,pasc,Salvia glutinosa,0
h2,2010-08-23,pasc,Salvia verticillata,5
h2,2010-08-23,pasc,Teucrium chamaedrys,5
h2,2010-08-23,pasc,Thymus pulegioides,1
h2,2010-08-23,prat,Acinos alpinus,0
h2,2010-08-23,prat,Carduus defloratus,0
h2,2010-08-23,prat,Centaurea jacea,0
h2,2010-08-23,prat,Rhinanthus glacialis,0
h2,2010-08-23,prat,Salvia glutinosa,0
h2,2010-08-23,prat,Salvia verticillata,0
h2,2010-08-23,prat,Teucrium chamaedrys,1
h2,2010-08-23,prat,Thymus pulegioides,0
h2,2010-08-23,soro,Acinos alpinus,0
h2,2010-08-23,soro,Carduus defloratus,0
h2,2010-08-23,soro,Centaurea jacea,8
h2,2010-08-23,soro,Rhinanthus glacialis,0
h2,2010-08-23,soro,Salvia glutinosa,0
h2,2010-08-23,soro,Salvia verticillata,1
h2,2010-08-23,soro,Teucrium chamaedrys,0
h2,2010-08-23,soro,Thymus pulegioides,0
h2,2010-08-23,telu,Acinos alpinus,0
h2,2010-08-23,telu,Carduus defloratus,0
h2,2010-08-23,telu,Centaurea jacea,0
h2,2010-08-23,telu,Rhinanthus glacialis,0
h2,2010-08-23,telu,Salvia glutinosa,0
h2,2010-08-23,telu,Salvia verticillata,2
h2,2010-08-23,telu,Teucrium chamaedrys,0
h2,2010-08-23,telu,Thymus pulegioides,0
h2,2010-09-02,hort,Acinos alpinus,0
h2,2010-09-02,hort,Carduus defloratus,0
h2,2010-09-02,hort,Centaurea jacea,0
h2,2010-09-02,hort,Clinopodium vulgare,0
h2,2010-09-02,hort,Knautia dipsacifolia,0
h2,2010-09-02,hort,Salvia glutinosa,4
h2,2010-09-02,hort,Salvia verticillata,0
h2,2010-09-02,hort,Scabiosa lucida,0
h2,2010-09-02,pasc,Acinos alpinus,1
h2,2010-09-02,pasc,Carduus defloratus,1
h2,2010-09-02,pasc,Centaurea jacea,0
h2,2010-09-02,pasc,Clinopodium vulgare,5
h2,2010-09-02,pasc,Knautia dipsacifolia,0
h2,2010-09-02,pasc,Salvia glutinosa,6
h2,2010-09-02,pasc,Salvia verticillata,3
h2,2010-09-02,pasc,Scabiosa lucida,0
h2,2010-09-02,soro,Acinos alpinus,0
h2,2010-09-02,soro,Carduus defloratus,4
h2,2010-09-02,soro,Centaurea jacea,17
h2,2010-09-02,soro,Clinopodium vulgare,0
h2,2010-09-02,soro,Knautia dipsacifolia,1
h2,2010-09-02,soro,Salvia glutinosa,0
h2,2010-09-02,soro,Salvia verticillata,0
h2,2010-09-02,soro,Scabiosa lucida,1
h2,2010-09-02,wurf,Acinos alpinus,0
h2,2010-09-02,wurf,Carduus defloratus,0
h2,2010-09-02,wurf,Centaurea jacea,0
h2,2010-09-02,wurf,Clinopodium vulgare,0
h2,2010-09-02,wurf,Knautia dipsacifolia,0
h2,2010-09-02,wurf,Salvia glutinosa,1
h2,2010-09-02,wurf,Salvia verticillata,0
h2,2010-09-02,wurf,Scabiosa lucida,0
h2,2011-05-26,jone,Hippocrepis comosa,0
h2,2011-05-26,jone,Rhinanthus minor,1
h2,2011-05-26,pasc,Hippocrepis comosa,1
h2,2011-05-26,pasc,Rhinanthus minor,0
h2,2011-05-30,hort,Acinos alpinus,1
h2,2011-05-30,hort,Carduus defloratus,0
h2,2011-05-30,hort,Phyteuma orbiculare,0
h2,2011-05-30,hort,Rhinanthus alectorolophus,0
h2,2011-05-30,hort,Rhinanthus minor,0
h2,2011-05-30,pasc,Acinos alpinus,3
h2,2011-05-30,pasc,Carduus defloratus,4
h2,2011-05-30,pasc,Phyteuma orbiculare,0
h2,2011-05-30,pasc,Rhinanthus alectorolophus,0
h2,2011-05-30,pasc,Rhinanthus minor,0
h2,2011-05-30,soro,Acinos alpinus,0
h2,2011-05-30,soro,Carduus defloratus,0
h2,2011-05-30,soro,Phyteuma orbiculare,1
h2,2011-05-30,soro,Rhinanthus alectorolophus,0
h2,2011-05-30,soro,Rhinanthus minor,0
h2,2011-05-30,wurf,Acinos alpinus,1
h2,2011-05-30,wurf,Carduus defloratus,0
h2,2011-05-30,wurf,Phyteuma orbiculare,0
h2,2011-05-30,wurf,Rhinanthus alectorolophus,1
h2,2011-05-30,wurf,Rhinanthus minor,2
h2,2011-06-04,jone,Acinos alpinus,5
h2,2011-06-04,jone,Anthyllis vulneraria,0
h2,2011-06-04,jone,Carduus defloratus,0
h2,2011-06-04,jone,Hippocrepis comosa,0
h2,2011-06-04,jone,Phyteuma orbiculare,0
h2,2011-06-04,jone,Plantago media,0
h2,2011-06-04,jone,Rhinanthus alectorolophus,1
h2,2011-06-04,jone,Rhinanthus minor,0
h2,2011-06-04,muci,Acinos alpinus,0
h2,2011-06-04,muci,Anthyllis vulneraria,0
h2,2011-06-04,muci,Carduus defloratus,1
h2,2011-06-04,muci,Hippocrepis comosa,0
h2,2011-06-04,muci,Phyteuma orbiculare,0
h2,2011-06-04,muci,Plantago media,0
h2,2011-06-04,muci,Rhinanthus alectorolophus,0
h2,2011-06-04,muci,Rhinanthus minor,0
h2,2011-06-04,pasc,Acinos alpinus,4
h2,2011-06-04,pasc,Anthyllis vulneraria,2
h2,2011-06-04,pasc,Carduus defloratus,5
h2,2011-06-04,pasc,Hippocrepis comosa,1
h2,2011-06-04,pasc,Phyteuma orbiculare,0
h2,2011-06-04,pasc,Plantago media,0
h2,2011-06-04,pasc,Rhinanthus alectorolophus,1
h2,2011-06-04,pasc,Rhinanthus minor,1
h2,2011-06-04,prat,Acinos alpinus,2
h2,2011-06-04,prat,Anthyllis vulneraria,0
h2,2011-06-04,prat,Carduus defloratus,0
h2,2011-06-04,prat,Hippocrepis comosa,0
h2,2011-06-04,prat,Phyteuma orbiculare,1
h2,2011-06-04,prat,Plantago media,0
h2,2011-06-04,prat,Rhinanthus alectorolophus,0
h2,2011-06-04,prat,Rhinanthus minor,1
h2,2011-06-04,soro,Acinos alpinus,0
h2,2011-06-04,soro,Anthyllis vulneraria,0
h2,2011-06-04,soro,Carduus defloratus,1
h2,2011-06-04,soro,Hippocrepis comosa,0
h2,2011-06-04,soro,Phyteuma orbiculare,3
h2,2011-06-04,soro,Plantago media,0
h2,2011-06-04,soro,Rhinanthus alectorolophus,0
h2,2011-06-04,soro,Rhinanthus minor,0
h2,2011-06-04,telu,Acinos alpinus,1
h2,2011-06-04,telu,Anthyllis vulneraria,0
h2,2011-06-04,telu,Carduus defloratus,0
h2,2011-06-04,telu,Hippocrepis comosa,0
h2,2011-06-04,telu,Phyteuma orbiculare,0
h2,2011-06-04,telu,Plantago media,6
h2,2011-06-04,telu,Rhinanthus alectorolophus,1
h2,2011-06-04,telu,Rhinanthus minor,2
h2,2011-06-04,wurf,Acinos alpinus,0
h2,2011-06-04,wurf,Anthyllis vulneraria,0
h2,2011-06-04,wurf,Carduus defloratus,0
h2,2011-06-04,wurf,Hippocrepis comosa,0
h2,2011-06-04,wurf,Phyteuma orbiculare,0
h2,2011-06-04,wurf,Plantago media,0
h2,2011-06-04,wurf,Rhinanthus alectorolophus,3
h2,2011-06-04,wurf,Rhinanthus minor,0
h2,2011-06-09,hort,Anthyllis vulneraria,4
h2,2011-06-09,hort,Carduus defloratus,0
h2,2011-06-09,hort,Gentianella aspera,0
h2,2011-06-09,hort,Helianthemum nummularium,0
h2,2011-06-09,hort,Hippocrepis comosa,0
h2,2011-06-09,hort,Phyteuma orbiculare,0
h2,2011-06-09,hort,Plantago lanceolata,0
h2,2011-06-09,hort,Plantago media,0
h2,2011-06-09,hort,Ranunculus acris,0
h2,2011-06-09,hort,Ranunculus nemorosus,0
h2,2011-06-09,hort,Rhinanthus alectorolophus,0
h2,2011-06-09,hort,Rhinanthus minor,0
h2,2011-06-09,jone,Anthyllis vulneraria,0
h2,2011-06-09,jone,Carduus defloratus,1
h2,2011-06-09,jone,Gentianella aspera,0
h2,2011-06-09,jone,Helianthemum nummularium,1
h2,2011-06-09,jone,Hippocrepis comosa,0
h2,2011-06-09,jone,Phyteuma orbiculare,0
h2,2011-06-09,jone,Plantago lanceolata,0
h2,2011-06-09,jone,Plantago media,0
h2,2011-06-09,jone,Ranunculus acris,0
h2,2011-06-09,jone,Ranunculus nemorosus,0
h2,2011-06-09,jone,Rhinanthus alectorolophus,1
h2,2011-06-09,jone,Rhinanthus minor,0
h2,2011-06-09,pasc,Anthyllis vulneraria,4
h2,2011-06-09,pasc,Carduus defloratus,2
h2,2011-06-09,pasc,Gentianella aspera,0
h2,2011-06-09,pasc,Helianthemum nummularium,0
h2,2011-06-09,pasc,Hippocrepis comosa,1
h2,2011-06-09,pasc,Phyteuma orbiculare,0
h2,2011-06-09,pasc,Plantago lanceolata,0
h2,2011-06-09,pasc,Plantago media,1
h2,2011-06-09,pasc,Ranunculus acris,0
h2,2011-06-09,pasc,Ranunculus nemorosus,0
h2,2011-06-09,pasc,Rhinanthus alectorolophus,1
h2,2011-06-09,pasc,Rhinanthus minor,1
h2,2011-06-09,prat,Anthyllis vulneraria,0
h2,2011-06-09,prat,Carduus defloratus,0
h2,2011-06-09,prat,Gentianella aspera,0
h2,2011-06-09,prat,Helianthemum nummularium,0
h2,2011-06-09,prat,Hippocrepis comosa,0
h2,2011-06-09,prat,Phyteuma orbiculare,0
h2,2011-06-09,prat,Plantago lanceolata,0
h2,2011-06-09,prat,Plantago media,0
h2,2011-06-09,prat,Ranunculus acris,0
h2,2011-06-09,prat,Ranunculus nemorosus,0
h2,2011-06-09,prat,Rhinanthus alectorolophus,1
h2,2011-06-09,prat,Rhinanthus minor,0
h2,2011-06-09,soro,Anthyllis vulneraria,0
h2,2011-06-09,soro,Carduus defloratus,1
h2,2011-06-09,soro,Gentianella aspera,1
h2,2011-06-09,soro,Helianthemum nummularium,0
h2,2011-06-09,soro,Hippocrepis comosa,0
h2,2011-06-09,soro,Phyteuma orbiculare,1
h2,2011-06-09,soro,Plantago lanceolata,0
h2,2011-06-09,soro,Plantago media,0
h2,2011-06-09,soro,Ranunculus acris,0
h2,2011-06-09,soro,Ranunculus nemorosus,0
h2,2011-06-09,soro,Rhinanthus alectorolophus,1
h2,2011-06-09,soro,Rhinanthus minor,1
h2,2011-06-09,telu,Anthyllis vulneraria,2
h2,2011-06-09,telu,Carduus defloratus,0
h2,2011-06-09,telu,Gentianella aspera,0
h2,2011-06-09,telu,Helianthemum nummularium,0
h2,2011-06-09,telu,Hippocrepis comosa,0
h2,2011-06-09,telu,Phyteuma orbiculare,0
h2,2011-06-09,telu,Plantago lanceolata,1
h2,2011-06-09,telu,Plantago media,7
h2,2011-06-09,telu,Ranunculus acris,1
h2,2011-06-09,telu,Ranunculus nemorosus,1
h2,2011-06-09,telu,Rhinanthus alectorolophus,10
h2,2011-06-09,telu,Rhinanthus minor,8
h2,2011-06-09,wurf,Anthyllis vulneraria,0
h2,2011-06-09,wurf,Carduus defloratus,0
h2,2011-06-09,wurf,Gentianella aspera,0
h2,2011-06-09,wurf,Helianthemum nummularium,0
h2,2011-06-09,wurf,Hippocrepis comosa,0
h2,2011-06-09,wurf,Phyteuma orbiculare,0
h2,2011-06-09,wurf,Plantago lanceolata,0
h2,2011-06-09,wurf,Plantago media,0
h2,2011-06-09,wurf,Ranunculus acris,0
h2,2011-06-09,wurf,Ranunculus nemorosus,0
h2,2011-06-09,wurf,Rhinanthus alectorolophus,5
h2,2011-06-09,wurf,Rhinanthus minor,1
h2,2011-06-22,hort,Acinos alpinus,0
h2,2011-06-22,hort,Anthyllis vulneraria,11
h2,2011-06-22,hort,Carduus defloratus,0
h2,2011-06-22,hort,Lotus corniculatus,0
h2,2011-06-22,hort,Rhinanthus alectorolophus,0
h2,2011-06-22,hort,Rhinanthus minor,3
h2,2011-06-22,pasc,Acinos alpinus,5
h2,2011-06-22,pasc,Anthyllis vulneraria,2
h2,2011-06-22,pasc,Carduus defloratus,2
h2,2011-06-22,pasc,Lotus corniculatus,0
h2,2011-06-22,pasc,Rhinanthus alectorolophus,0
h2,2011-06-22,pasc,Rhinanthus minor,1
h2,2011-06-22,soro,Acinos alpinus,0
h2,2011-06-22,soro,Anthyllis vulneraria,0
h2,2011-06-22,soro,Carduus defloratus,1
h2,2011-06-22,soro,Lotus corniculatus,0
h2,2011-06-22,soro,Rhinanthus alectorolophus,0
h2,2011-06-22,soro,Rhinanthus minor,0
h2,2011-06-22,telu,Acinos alpinus,0
h2,2011-06-22,telu,Anthyllis vulneraria,3
h2,2011-06-22,telu,Carduus defloratus,0
h2,2011-06-22,telu,Lotus corniculatus,0
h2,2011-06-22,telu,Rhinanthus alectorolophus,0
h2,2011-06-22,telu,Rhinanthus minor,4
h2,2011-06-22,wurf,Acinos alpinus,1
h2,2011-06-22,wurf,Anthyllis vulneraria,14
h2,2011-06-22,wurf,Carduus defloratus,0
h2,2011-06-22,wurf,Lotus corniculatus,1
h2,2011-06-22,wurf,Rhinanthus alectorolophus,2
h2,2011-06-22,wurf,Rhinanthus minor,1
h2,2011-06-30,hort,Acinos alpinus,0
h2,2011-06-30,hort,Anthyllis vulneraria,8
h2,2011-06-30,hort,Carduus defloratus,0
h2,2011-06-30,hort,Lotus corniculatus,0
h2,2011-06-30,hort,Rhinanthus glacialis,0
h2,2011-06-30,hort,Silene vulgaris,0
h2,2011-06-30,pasc,Acinos alpinus,1
h2,2011-06-30,pasc,Anthyllis vulneraria,7
h2,2011-06-30,pasc,Carduus defloratus,0
h2,2011-06-30,pasc,Lotus corniculatus,0
h2,2011-06-30,pasc,Rhinanthus glacialis,0
h2,2011-06-30,pasc,Silene vulgaris,0
h2,2011-06-30,soro,Acinos alpinus,0
h2,2011-06-30,soro,Anthyllis vulneraria,0
h2,2011-06-30,soro,Carduus defloratus,1
h2,2011-06-30,soro,Lotus corniculatus,0
h2,2011-06-30,soro,Rhinanthus glacialis,0
h2,2011-06-30,soro,Silene vulgaris,0
h2,2011-06-30,telu,Acinos alpinus,0
h2,2011-06-30,telu,Anthyllis vulneraria,1
h2,2011-06-30,telu,Carduus defloratus,0
h2,2011-06-30,telu,Lotus corniculatus,0
h2,2011-06-30,telu,Rhinanthus glacialis,4
h2,2011-06-30,telu,Silene vulgaris,0
h2,2011-06-30,wurf,Acinos alpinus,0
h2,2011-06-30,wurf,Anthyllis vulneraria,14
h2,2011-06-30,wurf,Carduus defloratus,1
h2,2011-06-30,wurf,Lotus corniculatus,1
h2,2011-06-30,wurf,Rhinanthus glacialis,3
h2,2011-06-30,wurf,Silene vulgaris,1
h2,2011-07-06,hort,Acinos alpinus,0
h2,2011-07-06,hort,Anthyllis vulneraria,6
h2,2011-07-06,hort,Carduus defloratus,0
h2,2011-07-06,hort,Lotus corniculatus,0
h2,2011-07-06,hort,Plantago media,0
h2,2011-07-06,hort,Prunella vulgaris,0
h2,2011-07-06,hort,Rhinanthus glacialis,1
h2,2011-07-06,hort,Scabiosa lucida,0
h2,2011-07-06,hypn,Acinos alpinus,0
h2,2011-07-06,hypn,Anthyllis vulneraria,2
h2,2011-07-06,hypn,Carduus defloratus,0
h2,2011-07-06,hypn,Lotus corniculatus,0
h2,2011-07-06,hypn,Plantago media,0
h2,2011-07-06,hypn,Prunella vulgaris,0
h2,2011-07-06,hypn,Rhinanthus glacialis,0
h2,2011-07-06,hypn,Scabiosa lucida,0
h2,2011-07-06,jone,Acinos alpinus,0
h2,2011-07-06,jone,Anthyllis vulneraria,0
h2,2011-07-06,jone,Carduus defloratus,0
h2,2011-07-06,jone,Lotus corniculatus,0
h2,2011-07-06,jone,Plantago media,0
h2,2011-07-06,jone,Prunella vulgaris,0
h2,2011-07-06,jone,Rhinanthus glacialis,0
h2,2011-07-06,jone,Scabiosa lucida,1
h2,2011-07-06,pasc,Acinos alpinus,4
h2,2011-07-06,pasc,Anthyllis vulneraria,3
h2,2011-07-06,pasc,Carduus defloratus,1
h2,2011-07-06,pasc,Lotus corniculatus,0
h2,2011-07-06,pasc,Plantago media,0
h2,2011-07-06,pasc,Prunella vulgaris,1
h2,2011-07-06,pasc,Rhinanthus glacialis,1
h2,2011-07-06,pasc,Scabiosa lucida,0
h2,2011-07-06,soro,Acinos alpinus,0
h2,2011-07-06,soro,Anthyllis vulneraria,0
h2,2011-07-06,soro,Carduus defloratus,7
h2,2011-07-06,soro,Lotus corniculatus,0
h2,2011-07-06,soro,Plantago media,0
h2,2011-07-06,soro,Prunella vulgaris,1
h2,2011-07-06,soro,Rhinanthus glacialis,0
h2,2011-07-06,soro,Scabiosa lucida,3
h2,2011-07-06,telu,Acinos alpinus,0
h2,2011-07-06,telu,Anthyllis vulneraria,0
h2,2011-07-06,telu,Carduus defloratus,0
h2,2011-07-06,telu,Lotus corniculatus,0
h2,2011-07-06,telu,Plantago media,1
h2,2011-07-06,telu,Prunella vulgaris,0
h2,2011-07-06,telu,Rhinanthus glacialis,3
h2,2011-07-06,telu,Scabiosa lucida,1
h2,2011-07-06,wurf,Acinos alpinus,0
h2,2011-07-06,wurf,Anthyllis vulneraria,16
h2,2011-07-06,wurf,Carduus defloratus,0
h2,2011-07-06,wurf,Lotus corniculatus,1
h2,2011-07-06,wurf,Plantago media,0
h2,2011-07-06,wurf,Prunella vulgaris,0
h2,2011-07-06,wurf,Rhinanthus glacialis,1
h2,2011-07-06,wurf,Scabiosa lucida,0
h2,2011-07-12,hort,Acinos alpinus,0
h2,2011-07-12,hort,Anthyllis vulneraria,2
h2,2011-07-12,hort,Carduus defloratus,0
h2,2011-07-12,hort,Centaurea jacea,0
h2,2011-07-12,hort,Euphrasia rostkoviana,0
h2,2011-07-12,hort,Leontodon hispidus,0
h2,2011-07-12,hort,Rhinanthus glacialis,0
h2,2011-07-12,hort,Scabiosa lucida,0
h2,2011-07-12,hort,Thymus pulegioides,0
h2,2011-07-12,hort,Trifolium pratense,0
h2,2011-07-12,pasc,Acinos alpinus,2
h2,2011-07-12,pasc,Anthyllis vulneraria,4
h2,2011-07-12,pasc,Carduus defloratus,0
h2,2011-07-12,pasc,Centaurea jacea,0
h2,2011-07-12,pasc,Euphrasia rostkoviana,0
h2,2011-07-12,pasc,Leontodon hispidus,0
h2,2011-07-12,pasc,Rhinanthus glacialis,1
h2,2011-07-12,pasc,Scabiosa lucida,0
h2,2011-07-12,pasc,Thymus pulegioides,1
h2,2011-07-12,pasc,Trifolium pratense,1
h2,2011-07-12,prat,Acinos alpinus,0
h2,2011-07-12,prat,Anthyllis vulneraria,0
h2,2011-07-12,prat,Carduus defloratus,0
h2,2011-07-12,prat,Centaurea jacea,0
h2,2011-07-12,prat,Euphrasia rostkoviana,0
h2,2011-07-12,prat,Leontodon hispidus,2
h2,2011-07-12,prat,Rhinanthus glacialis,0
h2,2011-07-12,prat,Scabiosa lucida,0
h2,2011-07-12,prat,Thymus pulegioides,0
h2,2011-07-12,prat,Trifolium pratense,0
h2,2011-07-12,soro,Acinos alpinus,0
h2,2011-07-12,soro,Anthyllis vulneraria,3
h2,2011-07-12,soro,Carduus defloratus,7
h2,2011-07-12,soro,Centaurea jacea,1
h2,2011-07-12,soro,Euphrasia rostkoviana,0
h2,2011-07-12,soro,Leontodon hispidus,0
h2,2011-07-12,soro,Rhinanthus glacialis,0
h2,2011-07-12,soro,Scabiosa lucida,11
h2,2011-07-12,soro,Thymus pulegioides,0
h2,2011-07-12,soro,Trifolium pratense,0
h2,2011-07-12,telu,Acinos alpinus,0
h2,2011-07-12,telu,Anthyllis vulneraria,0
h2,2011-07-12,telu,Carduus defloratus,0
h2,2011-07-12,telu,Centaurea jacea,0
h2,2011-07-12,telu,Euphrasia rostkoviana,1
h2,2011-07-12,telu,Leontodon hispidus,0
h2,2011-07-12,telu,Rhinanthus glacialis,4
h2,2011-07-12,telu,Scabiosa lucida,0
h2,2011-07-12,telu,Thymus pulegioides,1
h2,2011-07-12,telu,Trifolium pratense,0
h2,2011-07-12,wurf,Acinos alpinus,0
h2,2011-07-12,wurf,Anthyllis vulneraria,7
h2,2011-07-12,wurf,Carduus defloratus,0
h2,2011-07-12,wurf,Centaurea jacea,0
h2,2011-07-12,wurf,Euphrasia rostkoviana,0
h2,2011-07-12,wurf,Leontodon hispidus,0
h2,2011-07-12,wurf,Rhinanthus glacialis,0
h2,2011-07-12,wurf,Scabiosa lucida,0
h2,2011-07-12,wurf,Thymus pulegioides,0
h2,2011-07-12,wurf,Trifolium pratense,0
h2,2011-07-29,pasc,Acinos alpinus,0
h2,2011-07-29,pasc,Anthericum ramosum,0
h2,2011-07-29,pasc,Anthyllis vulneraria,0
h2,2011-07-29,pasc,Carduus defloratus,1
h2,2011-07-29,pasc,Centaurea jacea,0
h2,2011-07-29,pasc,Lotus corniculatus,0
h2,2011-07-29,pasc,Rhinanthus glacialis,0
h2,2011-07-29,pasc,Scabiosa lucida,0
h2,2011-07-29,soro,Acinos alpinus,0
h2,2011-07-29,soro,Anthericum ramosum,3
h2,2011-07-29,soro,Anthyllis vulneraria,0
h2,2011-07-29,soro,Carduus defloratus,5
h2,2011-07-29,soro,Centaurea jacea,2
h2,2011-07-29,soro,Lotus corniculatus,0
h2,2011-07-29,soro,Rhinanthus glacialis,1
h2,2011-07-29,soro,Scabiosa lucida,11
h2,2011-07-29,telu,Acinos alpinus,1
h2,2011-07-29,telu,Anthericum ramosum,1
h2,2011-07-29,telu,Anthyllis vulneraria,1
h2,2011-07-29,telu,Carduus defloratus,0
h2,2011-07-29,telu,Centaurea jacea,0
h2,2011-07-29,telu,Lotus corniculatus,0
h2,2011-07-29,telu,Rhinanthus glacialis,0
h2,2011-07-29,telu,Scabiosa lucida,1
h2,2011-07-29,wurf,Acinos alpinus,0
h2,2011-07-29,wurf,Anthericum ramosum,0
h2,2011-07-29,wurf,Anthyllis vulneraria,1
h2,2011-07-29,wurf,Carduus defloratus,0
h2,2011-07-29,wurf,Centaurea jacea,0
h2,2011-07-29,wurf,Lotus corniculatus,1
h2,2011-07-29,wurf,Rhinanthus glacialis,6
h2,2011-07-29,wurf,Scabiosa lucida,0
h2,2011-08-10,pasc,Carduus defloratus,2
h2,2011-08-10,pasc,Centaurea jacea,2
h2,2011-08-10,pasc,Rhinanthus glacialis,4
h2,2011-08-10,pasc,Scabiosa lucida,0
h2,2011-08-10,pasc,Thymus pulegioides,1
h2,2011-08-10,pasc,Trifolium pratense,1
h2,2011-08-10,prat,Carduus defloratus,1
h2,2011-08-10,prat,Centaurea jacea,0
h2,2011-08-10,prat,Rhinanthus glacialis,0
h2,2011-08-10,prat,Scabiosa lucida,0
h2,2011-08-10,prat,Thymus pulegioides,0
h2,2011-08-10,prat,Trifolium pratense,0
h2,2011-08-10,soro,Carduus defloratus,5
h2,2011-08-10,soro,Centaurea jacea,23
h2,2011-08-10,soro,Rhinanthus glacialis,0
h2,2011-08-10,soro,Scabiosa lucida,0
h2,2011-08-10,soro,Thymus pulegioides,0
h2,2011-08-10,soro,Trifolium pratense,0
h2,2011-08-10,telu,Carduus defloratus,1
h2,2011-08-10,telu,Centaurea jacea,5
h2,2011-08-10,telu,Rhinanthus glacialis,0
h2,2011-08-10,telu,Scabiosa lucida,1
h2,2011-08-10,telu,Thymus pulegioides,0
h2,2011-08-10,telu,Trifolium pratense,0
h2,2011-08-10,wurf,Carduus defloratus,0
h2,2011-08-10,wurf,Centaurea jacea,0
h2,2011-08-10,wurf,Rhinanthus glacialis,1
h2,2011-08-10,wurf,Scabiosa lucida,0
h2,2011-08-10,wurf,Thymus pulegioides,0
h2,2011-08-10,wurf,Trifolium pratense,0
h2,2011-08-19,pasc,Campanula scheuchzeri,0
h2,2011-08-19,pasc,Carduus defloratus,0
h2,2011-08-19,pasc,Carlina vulgaris,0
h2,2011-08-19,pasc,Centaurea jacea,0
h2,2011-08-19,pasc,Rhinanthus glacialis,0
h2,2011-08-19,pasc,Scabiosa lucida,0
h2,2011-08-19,pasc,Teucrium chamaedrys,1
h2,2011-08-19,soro,Campanula scheuchzeri,1
h2,2011-08-19,soro,Carduus defloratus,2
h2,2011-08-19,soro,Carlina vulgaris,0
h2,2011-08-19,soro,Centaurea jacea,4
h2,2011-08-19,soro,Rhinanthus glacialis,0
h2,2011-08-19,soro,Scabiosa lucida,1
h2,2011-08-19,soro,Teucrium chamaedrys,0
h2,2011-08-19,telu,Campanula scheuchzeri,0
h2,2011-08-19,telu,Carduus defloratus,0
h2,2011-08-19,telu,Carlina vulgaris,0
h2,2011-08-19,telu,Centaurea jacea,1
h2,2011-08-19,telu,Rhinanthus glacialis,1
