site,elev.mean,date,yday,bb.sp,ktype,visits,prop.visits,flower.cover,perc.flower.cover,bb.sp.abund,tongue,elev.mean0,yday0,prop.flower.cover0,bb.sp.abund0,visits.bin
h1,817,2010-06-18,169,pasc,3,0,0,0.07,1.4767932489451476,5,med,-1.3332698974642887,-0.5544399190017602,-0.35243482711831947,0.16415509844284923,0
h1,817,2010-06-18,169,pasc,4,0,0,0.02,0.42194092827004215,5,med,-1.3332698974642887,-0.5544399190017602,-0.5033793600704061,0.16415509844284923,0
h1,817,2010-06-18,169,pasc,5,1,0.2,0.26,5.485232067510548,5,med,-1.3332698974642887,-0.5544399190017602,0.22115439809960952,0.16415509844284923,1
h1,817,2010-06-18,169,pasc,6,4,0.8,0.29000000000000004,6.118143459915612,5,med,-1.3332698974642887,-0.5544399190017602,0.31172111787086154,0.16415509844284923,1
h1,817,2010-06-18,169,pasc,7,0,0,0.25,5.2742616033755265,5,med,-1.3332698974642887,-0.5544399190017602,0.19096549150919218,0.16415509844284923,0
h1,817,2010-06-18,169,prat,0,0,0,0.04,0.8438818565400843,1,short,-1.3332698974642887,-0.5544399190017602,-0.44300154688957144,-0.5722460446066416,0
h1,817,2010-06-18,169,prat,1,0,0,0.62,13.080168776371307,1,short,-1.3332698974642887,-0.5544399190017602,1.3079550353546328,-0.5722460446066416,0
h1,817,2010-06-18,169,prat,2,0,0,0.03,0.6329113924050633,1,short,-1.3332698974642887,-0.5544399190017602,-0.4731904534799888,-0.5722460446066416,0
h1,817,2010-06-18,169,prat,3,0,0,0.07,1.4767932489451476,1,short,-1.3332698974642887,-0.5544399190017602,-0.35243482711831947,-0.5722460446066416,0
h1,817,2010-06-18,169,prat,4,0,0,0.02,0.42194092827004215,1,short,-1.3332698974642887,-0.5544399190017602,-0.5033793600704061,-0.5722460446066416,0
h1,817,2010-06-18,169,prat,5,0,0,0.26,5.485232067510548,1,short,-1.3332698974642887,-0.5544399190017602,0.22115439809960952,-0.5722460446066416,0
h1,817,2010-06-18,169,prat,6,0,0,0.29000000000000004,6.118143459915612,1,short,-1.3332698974642887,-0.5544399190017602,0.31172111787086154,-0.5722460446066416,0
h1,817,2010-06-18,169,prat,7,1,1,0.25,5.2742616033755265,1,short,-1.3332698974642887,-0.5544399190017602,0.19096549150919218,-0.5722460446066416,1
h1,817,2010-06-18,169,soro,0,0,0,0.04,0.8438818565400843,1,short,-1.3332698974642887,-0.5544399190017602,-0.44300154688957144,-0.5722460446066416,0
h1,817,2010-06-18,169,soro,1,0,0,0.62,13.080168776371307,1,short,-1.3332698974642887,-0.5544399190017602,1.3079550353546328,-0.5722460446066416,0
h1,817,2010-06-18,169,soro,2,0,0,0.03,0.6329113924050633,1,short,-1.3332698974642887,-0.5544399190017602,-0.4731904534799888,-0.5722460446066416,0
h1,817,2010-06-18,169,soro,3,0,0,0.07,1.4767932489451476,1,short,-1.3332698974642887,-0.5544399190017602,-0.35243482711831947,-0.5722460446066416,0
h1,817,2010-06-18,169,soro,4,0,0,0.02,0.42194092827004215,1,short,-1.3332698974642887,-0.5544399190017602,-0.5033793600704061,-0.5722460446066416,0
h1,817,2010-06-18,169,soro,5,0,0,0.26,5.485232067510548,1,short,-1.3332698974642887,-0.5544399190017602,0.22115439809960952,-0.5722460446066416,0
h1,817,2010-06-18,169,soro,6,0,0,0.29000000000000004,6.118143459915612,1,short,-1.3332698974642887,-0.5544399190017602,0.31172111787086154,-0.5722460446066416,0
h1,817,2010-06-18,169,soro,7,1,1,0.25,5.2742616033755265,1,short,-1.3332698974642887,-0.5544399190017602,0.19096549150919218,-0.5722460446066416,1
h1,817,2010-06-30,181,pasc,0,0,0,0.04,3.571428571428571,1,med,-1.3332698974642887,-0.2055930544649355,-0.05270211168489042,-0.5722460446066416,0
